Restaurant,Review,Rating,Label
Pista House,This place known for its haleem every year i go there and taste it love their haleem and also their hyderabadi sweets like kubani ka meeta ,4.0,2
"3B's - Buddies, Bar & Barbecue",Superb food and service by govind all starters and maincource are really tasty and deserts are also very nice special pan ice cream is very nice ,5.0,2
Pista House,Ambiance 4 5 Nice and clean place Service 4 5 Nice and Quick service Food Chicken Afgani was awesome Chicken pieces were cooked really well and curry was yummy Chicken 65 Biryani is a bit unique and we really liked the taste ,4.0,2
Barbeque Nation,Was wife s birthday and our anniversary as well Naresh and Bipul made it point to make it extra special The hospitality and the culture of the employees keeps taking me back there forever ,5.0,2
Amul,okay,4.0,2
Flechazo,Good Service Hygenic Food JAYANTA KUSHAL HASEBUL GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGYGGGYGGYYYYGGGGGGGGGGHH,5.0,2
Hyderabadi Daawat,This place is only a few months old It s true that Hyderabad is filled with various food places that serve different cusines mainly there are n number of Cafe s bars food joints The new culture has out shined the basic restaurant culture Hyderabadi Daawat is that place which will bring back your memories of going to a restaurant to enjoy a good sumptuous meal with your family or friends It excells in real flavours used in Hyderabadi dishes and will make your mouth water for their signature dishes Starting with the mocktails section there is a huge variety From the basic mojitos to the flavoured ones The signature mocktails and a must try outs are Mango Bloom Soda Fountain and Strawberry Mojito Coming to the starters it s the best to begin with some soup Yakhni Shorba is the best try out soup Phucket fish wok tossed chicken and Sholay Kebabs are the other three delicacies in the starters menu Sikandari Raan the signature item from the menu is the show stealer The presentation is so lovely that would not let you take a picture of it but to devour it immediately Heading to the main course Hyderabadi cuisine is incomplete without biryani This place has amazing Mutton biryani which is flavoured so well The aroma is literally breathtaking Chicken Tikka lababdar and Nihari Ghost are the other curry options which should be tried in the main course along with butter naan The main main course is Murg Massalam a whole chicken stuffed with lamb and eggs This dish was superb in taste as well as presentation After a full on meal desserts are a must Matka Firni and Double ka meetha were amazing here and should be eneded with after the meal The staff here is very polite and friendly The ambience is serene and calm goes well while having your meal here The place has a huge space of sitting area The indoors are done very finely with good cravings on the ceiling Overall its a place you can go to with your family for an amazing Lunch or Dinner Most recommended ,4.0,2
Urban Asia - Kitchen & Bar,We had a great time in Urban Asia have been coming here for the last 1 year and as usual their service and their food is amazing Our server today SK Alauddin was very helpful and suggested the right combination of food to have Apart from this he was also very polite and had decent knowledge about Asian cuisine,5.0,2
La La Land - Bar & Kitchen,It is a good place to go The ambience can be better The food is above average and the service is fast It can be better by improving the ambience ,4.0,2
Absolute Sizzlers,Absolute sizzlers it s not only sizzlers thay have meny more Especially the lunch buffet was friendly pocket for all Great food Great experience n good service We want to visit again,5.0,2
Olive Garden,Very nice food with home made style curries full meal can be really enjoyed in the weekend or the weekdays buffet best part is that the rates are quite economical Worth a visit,5.0,2
Deli 9 Bistro,Been here quite a number of times and have tried their varitey of burgers pizzas and grilled chicken My all time favourites have been cajun marinated chicken breast and tex mex burger It is just the way they cook the meat that it becomes succulent and juicy without losing any of its flavors I would highly recommend the tex mex burger Delicious cheese and patty with vegetables makes one hell of a bite Their pizzas are also taste worthy Despite being a non vegetarian I really enjoyed their garden veg pizzas with their thin crusts and generous toppings Besides the food their service is quick and the ambiance is definitely something you can enjoy with your friends and colleagues even on a weekday Highly recommended if you are in the area near Wipro circle Gachibowli Ambiance 4 5 Service 4 5 Food 5 5 Value for money 3 5,4.0,2
Aromas@11SIX,good,4.0,2
Mohammedia Shawarma,very good,5.0,2
Barbeque Nation,Good place for birthdays and similar events Wide variety of food items available Had visited the place during some fest wherein I found lots of varieties ,4.0,2
Hyderabadi Daawat,Lovely place Don t go with biryani You have a lot of varieties to try Good place for Non vegetarians You get corporate discount here chill,4.0,2
Pista House,When it comes to have some veg or non veg main course Pista House is always on the top of my lists Starting from spicy achari murgh afgani to the delicious veggy Nawabi handi with perfect balance of cashwer nuts all are just too good Even their kaddu ki kheer in dessert and chicken biriyani are also worth mentioning atoneplaceonline com,4.0,2
Arena Eleven,Avhishek is the guy to meet here An excellent host host for the wvwning Had a great Saturday here The food was good too along with the excellent host Must try The Godfather Shot,5.0,2
Karachi Cafe,What a variety of biscuits cookies cakes etc It was a delight to find gluten free and sugar free options too We ordered for hazelnut coffee muffin tomato cheese sandwich veg puff etc Everything was delicious Enjoyed ,4.0,2
The Glass Onion,So this place is in Boulder hills and is spread across a huge area and the interiors is what one would love to go here for The seating arrangement is pretty and comfortable We had ordered pizza and vegetable Burger which was good In taste The pizza could be improved a lot though We ordered noodles which was good in taste as well Overall we had an amazing experience cheers ,4.0,2
Ulavacharu,This place is simply amazing with authentic Telugu menu and the food presentation Lovely ambience and equally tasty food There is a complimentary jalebi and at the end masala pan which is a very nice gesture Overall a very good experience,4.0,2
The Indi Grill,They got great food and wide spread menu Suvendu s service was excellent and prompt Deserts are the best here Overall a great experience ,5.0,2
Driven Cafe,I like the theme over here in which they used tires as chairs The concept is very cool with all varieties of bikes A place to hangout and can have a very good coffee and hot chocolate Oh my god The hot chocolate is just yum in tummy They have a very good cars and bikes which will be given for rent It is definitely a very good hangout place with nice music and very good ambience ,4.0,2
Shah Ghouse Hotel & Restaurant,This time I have experienced Mandi it s very nice quality Mandi lovers will sure love this here with I will request the restaurant add more pics of chicken r mutton,5.0,2
Being Hungry,good,5.0,2
Momos Delight,Momos Delight The chicken kurkure Momo s were a true delight and so were the chicken Momo s which were sprinkled with some special masala The only downer was the red Momo chutney as it tasted like Tomato sauce I am sure if they can make authentic Momos then they can also make authentic Momo s chutney ,4.0,2
The Chocolate Room,It s just like the other Chocolate Room outlet I ve visited and the only difference I noticed here is the missing cycle Service is good but it s unhygienic even though it doesn t look like one Chocizza and sandwich are worth trying here It s accessible to Gachibowli residents and it s located midst other leading outlets ,4.0,2
Al Saba Restaurant,happy,5.0,2
Shah Ghouse Spl Shawarma,I tried 5 highest rating Shawarma places in Hyderabad and this is the best most filling place Simply amazing The special rumali is the best ,5.0,2
Royal Spicy Restaurant,Great food superbly delicious I love the food specially special chicken biryani and starter tangdi kebab and chicken 65 I can variety of food with reasonable price Overall experience 5 5 ,5.0,2
Pot Pourri,Our usual hangout place Every time we think of eating out we always end up at this place Great staff delicious food and calm ambience Chicken drumsticks and Veg pulav are a must try ,5.0,2
Collage - Hyatt Hyderabad Gachibowli,Loved the food ambience the way they treated us We had Mutton Roganjosh with roti As it is on Zomato Gold we felt it okiesh with the price The gravy was thick and yummy Will have to try their buffet next time Apoorva Ganapathi,5.0,2
The Indi Grill,After months of trying out buffet restaurants in and around Gachibowli we were pleasantly surprised to find out that EVERYTHING about The Indi Grill was worth the visit One of the rare places where you ll find consistent quality across dishes starters main course and dessert Jalebi does require a special mention Combine this with courteous staff who ensure you have a good time right from the moment you step in and you have the perfect experience I would recommend visiting the place in the first slot as things are reasonably quiet Not surprised at all that the second slot starts getting crowded If I had to be really critical the veg menu has that tiny scope of improvement in an otherwise perfect place Keep it going ,5.0,2
GD's,super taste,5.0,2
Over The Moon Brew Company,Superb place Awesome place Awesome drinks and foods The management and the stuff are very courteous Good customer service they know our drinks and food before we can order that s the amount of customisation this place offers Nirjan was our server and he was absolutely amazing Overall a 5 star place for dates friend s gathering reunions and a lot more ,5.0,2
Beyond Flavours,The best thing about this place is the food My favorite go to dish here is definitely Alfredo Pasta although other items are good as well And the service and behavior of the staff is top notch We we re attended by Mr Soumen Das and he was extremely polite Will definitely visit soon ,5.0,2
SKYHY,So beautiful great DJ nights economic great open air ambience and good food It has always been my weekend spots Lovely place to be Must visit if you live near by Gachibowli ,5.0,2
Club Rogue,I am very regular at this place Infact this is the best clubbing experience I have Though I tried other pubs but m so much attached to the ambiance people and crowd Every Sunday to Thursday free drinks for ladies The food is amazing Someone should definately try chicken drumsticks here They are yum I am in love with this place ,5.0,2
Desi Bytes,really the best momos i had in long time but didn t serve moat of the time,5.0,2
Zing's Northeast Kitchen,Had an amazing time at zings beware place was packed all through out Amazing food and drinks to go with it the ambience is nice and their food tastes great ,5.0,2
Biryanis And More,good,4.0,2
The Glass Onion, All four elements were happening in equal measure the cuisine the wine the service and the overall ambience It taught me that dining could happen at a spiritual level food foodporn instagood love photooftheday foodie follow picoftheday instafood amazing smile style instadaily followme like4like instalike girl foodstagram foodgasm fashion yummy igers art friends swag fun bestoftheday follow4follow foodphotography tweegram,5.0,2
Delhi-39,Delicious food in terms of taste quantity value for money ,5.0,2
Eat India Company,We decided to go to Eat India Company for dinner then found that it in conjunction with Urban Asia Good for us as we got the opportunity to try both the restaurants Food was good so was the service prices were moderate to high Heard about frozen ice cream and it was a nice try The Place is located on the busy foodie street of Gachibowli good that valet parking is there Taste and Prices are decent with good portions ,4.0,2
Collage - Hyatt Hyderabad Gachibowli,The ambience food and the service just goes hand in hand One of the best places to be in Hyderabad for a nice quiet evening to spend with family and friends ,5.0,2
Mazzo - Marriott Executive Apartments,Instagram veganyums Looking for a romantic dinner I would say this is one of the best place in Hyderabad Amazing ambience along the poolside My review is based on the session invite We started our dinner with Thai coconut soup Perfectly cooked veggies like carrot broccoli zucchini dipped into the coconut milk It was very tasty In starters we were served Beetroot paneer Tikka and Sikampuri kebab Plating was very tempting Paneer Tikka goes really well with the chutney they served with it And the kebab it was the best Sikampuri kebab I have ever had Perfectly cooked and moist inside In mocktails they suggested their best sellers which were apple cooler and minty mango Apple cooler was little tangy and minty mango was on sweeter side I just loved the latter one It was very refreshing Then comes the main course We had Malai kofta modak shaped kofta layered with cashew curry Sweetness was balanced and delicious in taste Must try with their herb paratha We also had Stuffed capsicum one of the famous and ultimate dish in India If you have only curry you may find it salty but have it with capsicum and you will feel it like a heaven In dessert I had brownie with vanilla ice cream Brownie was nice soft crispy outside and moist inside Overall my experience was amazing with Mazzo Bhuvnesh the main chef is very humble person and his suggestions were really helpful while having a dinner I also enjoyed the service from their courteous staff ,5.0,2
Mathura Vilas,Exceeded expectations to frame it simply Simply loved the pure vegetarian food after a long time even being a Non vegetarian All the starters we ordered are awesome Main course curries are good but not as good as starters Ambience is good serving has to be bit fast ,4.0,2
SKYHY,Lovely food Lovely drinks with s make silu Please don t forget to visit this place if u re in gachibowli for the most happening nigh This please will never disappoints you ,5.0,2
Khaan Saab,Very good food and friendly staff with great manegment the starters were so yummy lal mrichi ka teeka tikka and tundey kebab Murgh kandhar was delicious we finished our dinner with gulab jamoon Overall a best place to visit if you are a kebab fan one of the best kebab i have had in the city ,5.0,2
Marsala Food Company,First time visited this restaurant I have given a try by looking over the ambience Good thing is I wasnt disappointed and service from the management is quite good Talking about the food Being a veggie tried some Panner corns rotis and soup Happy with the way it s been prepared served and taste as well Overall the experience was good with the restaurant with a little disappointment over the parking You need to find it by yourself as there is no dedicated parking lots ,4.0,2
Beyond Flavours,Ambience is too good for a pleasant evening Service is very prompt Food is good Over all a good experience Soumen Das kudos to the service,5.0,2
Momos Delight,good,5.0,2
Khaan Saab,As the tag line itself says Be The Royal Guest Khaansaab actually keeps up with it You are indeed welcomed as a royal guest here Filled with its authentic awesome delicacies its an ideal place for a quality dining with family as well as friends Rajwada Raj Gosht is a must try I bet you would be mesmerized by the tender lamb pieces in the spicy curry ,5.0,2
Mohammedia Shawarma,One of the best shawarma in hyderabad i prefer special chicken shawarma which is fully loaded with chicken and mayo awesome taste and quality ,5.0,2
Asian Meal Box,Had chilli paneer with fried rice box i can absolutely say that this is one of the best chinese combo you can have Best combos at affordable prices in here up for grabs ,4.0,2
Feast - Sheraton Hyderabad Hotel,Good food Good place Amazing dishes Hema was so attentive All the best All the best All the best All the best Nothing but the best God speed ,5.0,2
Domino's Pizza,delivery in 11 minutes wow ,5.0,2
PourHouse7,A good place to be when you are short on budget Good food nice ambience Try to visit with a group of friends to have more fun since the area is not that big to have a table for 2 more ,4.0,2
Sardarji's Chaats & More,Punjabi food gets you Well go there soon then Their chole bhature and club grilled sandwiches are something which are really amazing even the best joints can t beat There s no ambiance or proper sitting but it s worth it ,4.0,2
Club Rogue,I guess have been here for almost 10 times Every week when Friday comes I really miss club rogue It has become like my permanent place for freaking out Everything is awesome here you just name it weather it be food Serivice ambience anything picture perfect ,5.0,2
NorFest - The Dhaba,Best food spot located in SLN Terminus The food quality is great although some dishes were bit sweeter than I expected Have ordered multiple times both online and being there I will totally recommend Dal Makhani and Rajma from this place Lassi is 3 as well Service 5 5 Place 4 5 Food 5 5 Value for money 5 5,5.0,2
The Fisherman's Wharf,Kiran and Shiraz were sooper host always smiling and on toes Good recommendation for food based on our taste so a big thumbs up Thanks Parijat for accommodating us at the spot we requested for on a weekend Thanks a lot ,5.0,2
Hunger Maggi Point,Super Tasty Maggi,5.0,2
Mazzo - Marriott Executive Apartments,I will start off with what impressed me the most and go from there Service 5 5 I worked with Nitin to host a wedding shower for my sister and brother in law with a guest list of 30 people Nitin was so easy to talk to and tried his best to accommodate all my requests His staff was very courteous and even helped me when the decor team came to setup At the party they were attentive to all my guests and followed instructions well Nitin even provided me with a speaker so I could play songs during the party There are a lot of things that could stress someone out when hosting a party but the location and the staff were not on that list It is a genuine relief that I had Nitin and his team to help me Ambience 5 5 The location is PERFECT if you want to host a party take someone out on a date or just relax with your friends on a Friday evening after work Good aesthetics along with attention to detail makes this place what it is the rooftop the pool the bar the lounge chairs by the pool the lighting at night the city views Food 4 5 I created the food and drinks menu for my guests with help from Nitin Mazzo has a HUGE menu you can choose from if you re hosting a party I for one was confused with all the choices but Nitin s suggestions were well received Appetizers were amazing and main course was pretty good They even have the option of live stations pasta Mongolian chaat etc Overall diverse options ,5.0,2
Pot Pourri,Nice place with decent interior and delicious food It s a hygenic place and the food is made of quality ingredients I like chicken biryani and crispy corn here If you want to try they have some spicy options too But be prepared I eat a lot of spicy food even I got tears ,4.0,2
Delhi-39,it s good,5.0,2
Tempteys,Perfect Taste satisfied to the brim Zomato delivery is super impressive ,5.0,2
Over The Moon Brew Company,It was an awesome experience the staff specially kundan was really kind and attentive Beer was really nice Thanks for the great experience ,5.0,2
Hitech Bawarchi Food Zone,good,5.0,2
The Tilt Bar Republic,Great variety of tap and bottle beers that cater to almost every kind of palate Food was above average specially recommend their Cilantro fish ,4.0,2
Domino's Pizza,Excellent ,5.0,2
American Wild Wings,I ordered the signature chicken wings through zomato which is 1xfrench fries 6x chicken wings and one coke 350ml Quantity was satisfactory Packaging of the food was good I really liked how they packaged the coke which was still a bit cold when it arrived Some may call it excessive packaging however The fries were warm and well salted But they were not crispy This could be the fault of delivery so I am not upset Only 1 restaurant in zomato has so far managed to deliver crispy fries consistently The wings were covered in brown gravy I was expecting crispy wings like in the photograph While the wings were certainly not bad I did not enjoy it very much I would recommend you order from the restaurant and try it out once yourself ,4.0,2
Hyderabadi Daawat,Really awesome foods and specially kebab and shorbas Good and tasty foods for food lovers those expermenting foods over rated restaurants ,5.0,2
Feast - Sheraton Hyderabad Hotel,Great food n service Thanks to Ratul for extraordinary service The ambience is perfect and the food is delicious will surely visit again ,5.0,2
Biryanis And More,test is good but food is not hot,4.0,2
The Lal Street - Bar Exchange,Amazing place on Weekends Must visit if you have crazy set of friends to dance with I have been there several times and trust me it never disappoints me,5.0,2
KS Bakers,Great prices and great prices I have bought fruit cakes here awesome taste compared to all bakeries near Indira nagar good taste also waiting for more varieties ,5.0,2
Deli 9 Bistro,Awesome place with great taste You can taste desi along with continental foods Nachos and pizza are must try Sizzle rs were awesome Desserts are tasty Ambiance is great you might find prices a bit high but the taste worth s it,5.0,2
Cafe Eclat,I really liked the ambience The blue cushions complimented the tables with wooden finish The glass doors added to the elegance The place was very calm I had the cheesecake here it literally melted in my mouth absolutely loved it One downside is that the place is a bit expensive ,4.0,2
Driven Cafe,Reviewing after a long time because this was really special Me and my husband went on a long drive and when I suddenly had the craving to have a nice cup of coffee this place happened The ambiance was really cozy and different We ordered cup of tea coffee and pizza The best part was the heart shaped almond Choco pastry loved the theme and concept of cars and bikes ,4.0,2
T Grill,I could have given a 5 but then cleanliness could be improved especially in lunch timings a regular visitor only because they have the best ribs in town ummmm they just melt in your mouth Awesome spicy food a good ambience place has potential ,4.0,2
Green Bawarchi Restaurant,good food,5.0,2
Dunkin' Donuts,Better timings,4.0,2
The Fisherman's Wharf,Went here while I was on my trip to Hyderabad the place is really huge Best things about this place food variety of drinks dessert and fish Price Wise it s expensive food quantity is great We re a bit late but still they arranged proper food for us ,5.0,2
Amul,good,5.0,2
Zing's Northeast Kitchen,The place is very cosy and neat not many big furniture s or things tiny place but spacious The food is simple and tasty the presentation of the food is great the service is good but I think the communication with the server was a bit of a problem Overall a good experience ,4.0,2
Cream Stone,My fav past time and this is mine nd my bestie s favourite place to chill out I do order any tine required and their delivery packaging is even quite good Best part is it is opened till 1 am,5.0,2
NorFest - The Dhaba,Ordered Paneer Makhani from NorFest and I would mark it to be the finest Paneer Makhani that I ve ever had the paneer was soft and the gravy was just so amazing The dish was made to meet utmost perfection and I recommend it as well ,5.0,2
"3B's - Buddies, Bar & Barbecue",Very nice food and awesome service by Govind I will recommend this for best time for dinning Dessert ware good in gulagamun withVennla iceberg and also Biriyani is very good nice place for every thing you need Last but not least place is supper for food ,5.0,2
Delhi-39,super item,5.0,2
"3B's - Buddies, Bar & Barbecue",Good service by govind and Shivam they were very polite and friendly the food was good and worthy for money Especially crispy corn was good and also lamb,5.0,2
Yum Yum Tree - The Arabian Food Court,Wonderful food and ambiance Best place for a family The food is exotic The staff courteous Value for money My family had a very good time ,5.0,2
"3B's - Buddies, Bar & Barbecue",This is a place where the food is really awesome the serving is very good and the food is very tasty it is the place where family and friends can enjoy Govind shivam ,5.0,2
NorFest - The Dhaba,Amazing food Anyone who wants to have delicious finger licking Punjabi food must visit At this place they are like an outlet rather than a restaurant so it might feel a bit uncomfortable but there food will make you forget all complaints ,4.0,2
NorFest - The Dhaba,I never been there for dine in but ordered many times the deluxe thali which was very good in quality as well as quantity looking forward to go sometime there ,5.0,2
Beyond Flavours,Pardeep and shubrat has served great food and great ambience Must try The food is awesome and ambience is too good A great place to go with a team,5.0,2
Mathura Vilas,Decent place for veg lovers Tried South Indian Veg thali it was served with wide variety of items which were tasty Quality of the items could be improved a bit ,4.0,2
Jonathan's Kitchen - Holiday Inn Express & Suites,Team s is quite good especially The two hostesses Ms Bhargavi and Ms Yamuna are very helpful and ready to help Coming to food It s just heaven to my taste buds I recommend this place to all of you ,5.0,2
The Tilt Bar Republic,Been here in the evening and at the right place to get a view of the busy city road and enjoy a sip of chilling drink food was indeed a surprise factor and was really tasty with some quick service Overall Food 5 5 Ambience 5 5 Service 5 5,5.0,2
Behrouz Biryani,I never used to like biryani But after getting many reviews i ordered biryani It was so dam delicious fragnace was also amazing pavking was also too good Pepole who dont like biryani should try once They will fall in love with behrouz biryani,5.0,2
Domino's Pizza,nice,4.0,2
The Tilt Bar Republic,If you want to see some different bar menu this is the place to be They have Belgian Beers which just perfection along with some unique liquors I had a pineapple martini as recommended by the waiter and that was the best martini I had till date Food is also good and service is quick Must visit place ,5.0,2
Pakwaan Grand,The best restaurant to taste grill chicken and combination of butter nan and chicken butter masala goes crazy everyone must try these combinations ,5.0,2
Owm Nom Nom,vey good on time,5.0,2
PourHouse7,Went to this place service was excellent Titu helped us like anything really polite and understanding food was amazing and so was the ambience Worth visiting really awesome ,5.0,2
Komatose - Holiday Inn Express & Suites,I ve been here for the new year party and it was fun Moreover it was effordable It s a cozy place and the crowd is decent Music is good and the food is good ,4.0,2
Owm Nom Nom,good,5.0,2
Hotel Zara Hi-Fi,thanx zomatoo,5.0,2
The Old Madras Baking Company,Bagels is what I have most loved here and the pasta is great as always The staff is friendly and quick Overall it is a bit expensive but if you have some free time to spend do visit this place ,4.0,2
Mustang Terrace Lounge,Best place in the town Visited this place with my colleagues last weekend Apt service heart food make this place a memorable Will visit again soon ,5.0,2
Hyper Local,Love to be here again The way Nitish has done a job Cant express in words I recommend each everyone to have a great time Here Thanks Nitish for giving your valuable experience with us,5.0,2
Mohammedia Shawarma,Good delivery,5.0,2
Tandoori Food Works,good sarvece,5.0,2
Being Hungry,Chilli potato and Dal tadka is best at this place Food is very spicy and tasty We regularly order food from this place Good food at reasonable price ,5.0,2
Feast - Sheraton Hyderabad Hotel,Have visited this place couple of times and as always their service is great and very quick Specially their staff is very friendly and caring Their vast buffet menu will give taste of different cuisine Visited today for my anniversary with my parent The service by Mr Dharma made it even great experience for them as he served their requested order very swiftly and they enjoyed the evening Their live counter was something I loved the most May be adding some options for veg in starter can make it better for veg folks ,5.0,2
Delhi-39,Quantity and taste is satisfactory Lacchi paratha and missi roti is not good in compare to other items,4.0,2
Amul,I have ordered almost all the chocolate concept ice creams from the menu and needless to say i was never disappointed I have also tried fresh fruit concepts nutty concepts and the scoop ice creams too My personal favourite from the list is death by chocolate and nuts overloaded sundae Should definitely try this The home delivery experience and packaging is awesome,5.0,2
eat.fit,Great place to order decent food Have ordered dinner from them on multiple occasions The taste is definitely great especially their exotic chicken dishes The indian menu is also very satisfying Have developed a deep liking for their date pudding It s great comfort food The food is not oily and doesn t leave you feeling bloated ,5.0,2
Tandoori Food Works,Just one word Awesome another word Delicious,5.0,2
KS Bakers,I have taken a pineapple marble cake here It s really good in taste and design I recommended to everyone worth buying here Good prices also ,5.0,2
Driven Cafe,Been there for the first time though it was for few mins i was just amazed with ambience and music the staff was very patient and order was quick,4.0,2
The Lal Street - Bar Exchange,Good ambience good food good dance place Three of us girls went to this place on a rainy Friday evening and it turned out to be good fun We ordered White sauce pasta it was awesomely tasty The sauce was made correctly with the right consistency There were vegetables in it Nachos with sauce again another yummy dish Though the sauce was a bit less and it did not suffice until the end of Nachos but overall the dish was delicious and worth it Chicken kebabs just wow The best dish of the evening for us Soft succulent with the right amount of spices and the gharwale taste jaisi dhaniya pudina chutney made it worth the money We also ordered beer virgin mojito good and a pineapple mocktail very bad pure waste of money It also has a good dance place Furthermore the dj was good and played an awesome list of bollywood numbers to which we grooved until the end All in all an awesome experience and I would have given 5 stars but the pineapple mocktail and the seats that we got inspite of booking in advance made me deduct one star ,4.0,2
Barbeque Nation,Food is good The service from the staff is excellent Worth every rupee Reasonable price when compared to other barbeque service from the staff is excellent ,5.0,2
Zing's Northeast Kitchen,The best place in Hyderabad to have Pork and beef together Amazing taste quality of meat a paradise for north eastern cuisine lovers Zing s serves large varieties of non veg dishes in a pocket friendly budget Just a reminder this is not a place to have vegeterian foods I have read many reviews explaining how the vegetarian people were apalled by the smell of raw cooked meat while visiting this restaurant They are very misleading and misinformative First of all you shouldn t be here if you are looking for veg momo or veg fried rice Period I tried almost every pork starters and every mocktails available in their menu Not once I have been disappointed Every food items is tasty enough to deserve 5 rating The one little place for improvement could be to increase the number of staffs Due to excessive demand they find it difficult to cater to everyone at the same pace hence you d find many reviews telling how their service is slow how people waited for 1 hour after ordering for food to show up Personally i ve never experienced such delay P S They cook amazing Ramyun Noodles ,5.0,2
Beyond Flavours,Service experience was very good especially by Papiya Food served was very good and tasty and they served it very well I would like to visit Beyond again and will recommend it to friends for its food and its reasonable price ,5.0,2
Zega - Sheraton Hyderabad Hotel,This is an amazing place to hang out 10 th floor Ask for Neel or Arjun to get best of the hospitality Sai is the masters for making the deadly drinks Awesome place to unwind Be here and you will realise Crispy veg is a must to try and feel the heaven Kailash Manager is a head strong guy who doesn t know the courtesy to treat the customers,4.0,2
Beyond Flavours,Soumen das and Arun was a great guy Only because of their behavior and sincerety And good food off course I would like to visit this place again ,5.0,2
B-Dubs,Wonderful place excellent wings especially spicy garlic Sunny s service was great great place to have fin One time visit is required if u live in Hyderabad,5.0,2
Banana Leaf Multicuisine Restaurant,Great pocket friendly restaurant We went for the buffet There were good number of options The food was great Great for partying with group as it goes easy on pocket Ambience is nice AMust try place ,5.0,2
The Chocolate Room,Good combo,5.0,2
Biryanis And More,test is good,5.0,2
Biryanis And More,Me and my colleagues keep visiting this place every friday as it is very near to the office space No much ambiance simple restaurant Booking is preferred on Friday s as it gets too much crowdy after 1pm Staff isnt courteous at all They always keep a sad face dont know why Hopefully they are given some training to smile Biryani taste is amazing As I am vegetarian i usually take Andhra Veg Biryani Avakaya Biryani or Kaju Biryani All of them are perfectly made So all the rating is for only the taste not for service and ambiance at all ,4.0,2
Paradise,Good food with very good service Their Biryani s are excellent chicken curries are good The breads they make are alright Good place to hangout,5.0,2
The Tilt Bar Republic,Nice ambience good food Got discount for zomato gold service was on prompt overall nice place to hang out Pasta was delicious Must visit place,4.0,2
Feast - Sheraton Hyderabad Hotel,I love my stay over here I had my breakfast this morning in Feast restaurant and it was so nice The ambience is so good and the food are delicious over here Service rendered by Varsha was so nice She works very professionally I appreciate her hard work and the hostess Hema is also so good ,5.0,2
Beyond Flavours,Food is too good Telangana kodiak fry is must try Mutton biriyani is too good Papiya helped to choose best dishes and attended very well Must visit ,5.0,2
Being Hungry,food is awesome,5.0,2
Triptify,So I happened to order Aloo Parathas and Mountain Dew Full marks for packaging and the way they serve you 2 big fat aloo parathas just the way they should be with pickles butter dhania chutney and curd They actually kept the Punjabi paratha feel alive so thank you for doing total justice to the food you serve A small complaint would be adding more aloo and not make the dough too thick but overall it was wonderful And just like a true Punjabi I even burped thrice after having this meal Paisa Vasool ,5.0,2
American Wild Wings,Spicy crispy creami u can feel every taste only in American wild wings And best place to hangout with friends enjoy with tasty food Great ambians,5.0,2
The Indi Grill,The service was good Food is descent with quite a bit of options I liked the apollo chicken grilled pineapple and prawns Sahil served us with great service,5.0,2
Beyond Flavours,The ambience was good food was quite good had Saturday lunch which was cost effective Good place for a sate brunch One can also chill with friends and or parents Waiter Soumen Das was really courteous and helpful ,5.0,2
Hitech Bawarchi Food Zone,Quantity is very low,5.0,2
Squeeze @ The Lime,This place is easily one of the best exclusive Vegetarian restaurants in Hyderabad Their food menu is exhaustive includes all cuisines from South Indian Italian Orient Thai and our favourite North Indian And the best part is all of them are mouth watering delicious The staff is very friendly and the service is impeccable The prices are affordable too I was pleasantly surprised when I looked at the prices as the taste and quality was way above what they charge I m gonna visit this place atleast once every fortnight ,5.0,2
Pot Pourri,The ambience was good I would expect a faster service and the the staff should be attentive to customers rather than to themselves I would be a 2 star to the staff Food is good not that great,4.0,2
Asian Meal Box,I was craving for some chinese food before exam day and ordered from Asian Meal Box It was the first time I ordered from this place I couldn t believe when the food turn out to look the same it looked in pictures upload by them I ordered Gobi chilli and tossed noodles combo medium together with one gobi chilli extra Veggies overloaded in noodles and the sweet sour and spicy flavor in gobi chilli was astounding It s been 2years in Gachibowli and this turned out to be the best chilli and noodles I have ever had here The garlic aroma in gobi chilli and the sourness was remarkable Medium combo is best for a hungry adult I don t know about mini combo as I didn t order it Highly recommended place ,5.0,2
Pakwaan Grand,food is tasty ,4.0,2
Green Bawarchi Restaurant,good,5.0,2
Amul,taste was good,5.0,2
B-Dubs,Nice freshly atmosphere Good place to hangout with friends and family Prabhu did a great job He is friendly and offered amazing service ,5.0,2
Feast - Sheraton Hyderabad Hotel,A great place for the 5 star experience The ambience is really superb Thanks to the service staffs and chef Mr Abhay Kumar for the complimentary dish they are really great Speaking about the food it has a great variety from Indian Italian Asian and Continental The variety of desserts are the best in class in which I liked most of them The ones I personally liked are Chicken popcorn Dahiwada Rasmalai Mutton Biryani Chicken Margherita Pizza and the Amritsari Fish For me a 5 5 for the Feast Sheraton Hyderabad Hotel ,5.0,2
Sardarji's Chaats & More,Oh ho this place serves amazing parathas and their combos are worth it You experience it to appreciate it Lot of crowd at meal times so u might have to wait 15 20 min for your parantha to be made But worth the wait They have a small seating area inside too ,5.0,2
Flechazo,Starters were very tastiest Good place to choose and the ambience is amazing I especially loved it Sourav ismial had served us with pleasure ,5.0,2
Olive Garden,These guys serve just great food There are times when i want to enjoy my lunch not on date This is my go to place Though service is a bit on slower side food will make for it My favorite origano fish tikka and tangdi kabab,4.0,2
