Restaurant,Review,Rating,Label
Mazzo - Marriott Executive Apartments,Amazing place with amazing view You have to sit outside near poolside when you go here Great drinks but average food Amazing ambience especially with poolside table Overall 4 5 ,4.0,2
The Chocolate Room,Cold Coffee here is really good with the wiped cream Didn t expect the garlic bread with corn be so good Better than many places Next time will be trying waffle for which this place is more known have been at other branches ,4.0,2
Hitech Bawarchi Food Zone,good job,5.0,2
Barbeque Nation,Really These BarbeQue Nation s outlet is so friendly i never seen before we went there last night total number were 40 lots of kids were in my gang they are playing a lot they are means staffs of Barbeque Nation always looking smile now foods are just too good Kuch kehene ki baat i nehi hain,5.0,2
KS Bakers,We ordered the chicken sandwich and chicken burger The taste was quite nice This place specially good for quick eatings The best part is that they don t stuff too much mayonise in the sandwich ,4.0,2
Shah Ghouse Spl Shawarma,This is a restaurant provides a lovely juicy tasty spicy shawarma 1 for 1 no other dishes required for kuch l lunch or dinner but a bit spicy that makes you give a pause and sip some juice i didn t do that though It s a perfect shawarma ,5.0,2
Chinese Pavilion,Ordered all vegetarian dishes and everything was good to taste but almost everything was a bit too oily Staff is well behaved and professional ,4.0,2
Momos Delight,good delivery and start paying our tips to the delivery boys cz I asked and they said they don t get any tips what we pay online as tips,5.0,2
Pot Pourri,Amazing place to have south Indian cuisine Good service This restaurant offers ala arte and buffet both we tried Natu kodi pulav and gongura mamsam Both taste good Good ambiance good place to visit ,4.0,2
Labonel,The cupcakes were really good Soft and creamy Their cookies also felt very different and almost melted in the mouth The only drawback is the quantity which you need to buy for an order as it s purely a takeaway restaurant One last thing labonel is not light on your pocket ,4.0,2
Tiki Shack,The place is really nice and they make amazing cocktails they are awesome they have really tasty starters esp their jalape o cheese balls Don t know if they still allow stags they used to let us in when it opened new at Gachibowli Food 5 5 Drinks 4 5 5 Ambience 3 5 5 Service 5 5 Price totally worth it,4.0,2
Komatose - Holiday Inn Express & Suites,Visited on Sunday evening Surprisingly it was quiet But loved the ambiance It s quite spacious Had it been a lil more crowded I d have given 5 s Overall Thumbs Up ,4.0,2
The Chocolate Room,Great place for chocolate lovers My kids enjoy it every time The cuddle cup concept is too cute Chocolate fondue is to die for The staff is a little untrained Could do with some more sophistication ,5.0,2
Diners Pavilion,It has been a wonderful experience Been here with my best friend to throw a party He loved it alot couldn t have asked for a better day Food items where yummy and delicious for both veg and non veg service is very good ,5.0,2
Pakwaan Grand,good sarvic,5.0,2
Hotel Zara Hi-Fi,excellent,5.0,2
Mathura Vilas,This is the best veg restaurant in terms of food neatness and service at Gachibowli region People are very polite while taking orders or serving Loved it ,5.0,2
Mathura Vilas,Awesome food Good for Veg food lovers They serve both thali and ala carte food We ordered Manchow soup tomato soup Tandoori mushrooms and Tandoori Aloo in starters Mushrooms i must say was spicy but too good Almost melted in mouth Aloo was also good Ambiance was ok ok Service can be improved Overall very good restaurant for Vegetarians ,4.0,2
10 Downing Street,Superb place cool place to hangout having both terrace seating and indoor seating separate room for Dance floor makes this place unique great ambience brewed beer was also good decent and limited crowd table booking is highly recommended ,4.0,2
Flechazo,Great experience GREAT SERVICE AND FOOD AUP SANJIT JAKIRUL WERE EXCELLENT AT SERVICE There are some exotic food that is a must try thing at flechazo like prawn orange shots,5.0,2
Tandoori Food Works,Timely delivered,5.0,2
Desi Bytes,Litti chokha was yummy Although delivery took more than displayed time Liked them delivering 3 types of chutney as well Will order again ,4.0,2
Domino's Pizza,Thanks to delivery boy He was very humble ,5.0,2
Triptify,he delivered on time,5.0,2
Marsala Food Company,Very friendly staff Good service I went for Mandi but even buffet was looking nice Good and different taste of Mandi as well ArabianRestaurant,4.0,2
Barbeque Nation,The service is too good If you are not satisfied with any food item basudev will recook as per your wish and serves it again The service is just excellent compared to other outlets ,5.0,2
SKYHY,everything one needs Seating at Fully friendly bar man sillu Thank u for your service n drink biggest place gachiwali area n quality of food was delicious we really testy and service is very fast Overall 5 to 5 we definitely recommende ,5.0,2
Gal Punjab Di,Good place to have a good north indian meal They have many options and the food tastes really good We ordered masala papad dal makhni and paneer lababdar along with some breads The service was not so quick and we had to wait our fair share to get our food Paneer lababdar was very tasty and so was the dal makhni Paneer lababdar 4 8 5 Dal Makhni 4 4 5 Ambience 3 5 Overall 4 5,4.0,2
Tempteys,The Oreo shake was a bit of a disappointment but the Brownie shake as always lived up to expectations ,4.0,2
Cafe Eclat,I visited Cafe Eclat this morning for brunch Despite the place being full the service was exceptional Food tasted fresh and the ambience was lively Would love to visit again ,5.0,2
Feast - Sheraton Hyderabad Hotel,The food was good and tasty and the staff was friendly Dharma from the serving staff took great efforts to make us comfortable Dal makhani was a delight ,5.0,2
Dunkin' Donuts,Food 5 VFM 3 5 Packing 3 5 Service 3 5 Have been to this place multiple times This is located at the bottom floor of SLN Terminal Mall Ordered Heaven Can Wait Chicken burger Double Big Joy and Big Joy Veg burgers Heaven Can Wait was awesome with two chicken patties of pepper and spicy flavors along with lettuce cheese and jalape o sauce Packing for delivery can be improved though The big joy buggers were fine but lacking in sauces ,4.0,2
Shah Ghouse Spl Shawarma,This place serves the best shawarma at the most reasonable cost Everyone should try shawarma at this place The shawarma is totally stuffed with chicken the fattest shawarma i ever had ,5.0,2
Desi Bytes,good taste ,4.0,2
Arena Eleven,Amazing food and great place Enjoyed the music and ambiance Staff is friendly and they suggest best of their dishes One of the good sports bar ,5.0,2
Pista House,Good food with reasonable prices Ambiance Pista House has a long chain of restaurants in Hyderabad This outlet is located in Gachibowli near South India Shopping Mall Pista House is bakery and restaurant having a large number of take away products available Ambiance is quite congested because they have restaurant in the central area of hall surrounded by bakery Also they have separate party hall available for advanced reservation Food Pista house is mostly famous for it s bakery products Also in time of Ramzan they serve Haleem Pista House serves Indian as well as continental food including Chinese Italian We ordered Chicken burger served with potato chips and ketchup garlic bread chicken tangdi kebab angara kebab and Chicken Biryani Both the kebabs were good in taste and quantity All other food items were very good in taste including Chicken Biryani They serve Zafrani Chicken Biryani Service Service was average but the staff was polite ,4.0,2
Shah Ghouse Spl Shawarma,Was surprised to know that SG runs a Shawarma hub too All thanks to SG biryani s which made me order Chicken Special Rumali Shawarma from this new venture without even thinking about it The delivery packaging taste and quantity was perfect Trust me this shawarma was too heavy and yummy It came without vegetables and i felt mayonnaise was less and not till the end it is always best to have little extra mayo ,4.0,2
Karachi Cafe,Love the ambience has a rustic feel to it I recommend the chai and their baked goods The service is good and everything is reasonably priced ,5.0,2
Collage - Hyatt Hyderabad Gachibowli,Awesome hotel service is state of the art really enjoyed my stay here I was personally received by Chef Amit patra a wound full chef who made our stay worthwhile ,5.0,2
Over The Moon Brew Company,Place to hang out with your friends Soothing music and great service Loved it completely Variety of beers and munchies goes great with beer ,5.0,2
"3B's - Buddies, Bar & Barbecue",Food is sooo yum Service is grt Met with shivam he was awesome with service in food and I enjoyed food in 3bs Mashroom was really good and pineapple was nice,5.0,2
Tiki Shack,This one is bigger than the Jubilee hills one and surely got good space which is a great thing as the previous one gets so cringy We went on a ladies night but the sad part it goes only from 8 to 10 p m and most of the girls where not even there anyway the starters are quite price competitive and tasty We had veg spring rolls veg manchurian and chicken balls All were great and I have ordered Long Island Iced tea which they made perfect On Wednesdays they have a guest DJ Maddy who plays super awesome tracks and in house DJ Akso is great too All the best guys keep rocking ashalivelovefood wordpress com,4.0,2
Mustang Terrace Lounge,Rooftop bar with perfect ambience for a peaceful time You ll definitely like the view from the top Food was decent with satisfactory service Music was loud enough to set your mood They do have a small dance floor Perfect tiny place Definitely worthy of frequent visits ,5.0,2
Cascade - Radisson Hyderabad Hitec City,I have been here with client We enjoyed buffet with unlimited drinks as soon as we got bored at tiki shack So we decided to eat something delicious The food was awesome and the dessert after food and drinks was worth it ,5.0,2
Paradise,Chicken biriyani is very good and chicken pice is very soft And Place is very good and Service is very good and so i am happy And Nexr time visit again with my friends,5.0,2
Olive Garden,FOOD The food was quite delicious I ordered oregano fish tikka which was really nice I had also ordered egg spring rolls which were very tasty but I felt they could be crispier For main course I had plain naan and dum ka murgh which went really well with the naan SERVICE Staff was very corteous and polite and very attentive Plates were changed and food was continually served Also they support Amex which was quite nice as I am unable to use my CC at a lot of restaurants AMBIENCE This is a nice place to come with family or group of friends It is not very fancy but they have a private hall as well so if you re looking for a closed off area to dine you have that option ,4.0,2
The Fisherman's Wharf,Undoubtedly the best restaurant in Gachibowli Get a fresh fish masala You will love it for sure Sit at the roof top and enjoy nicenbreezy air and feel of Goa,5.0,2
Jonathan's Kitchen - Holiday Inn Express & Suites,Saturday night unlimited buffet with drinks at 1500 plenty of starter to go with cilantro fish chicken prawns baby corn cheese poppers pav etc ballentines option in the drink loved the service and enjoyed the live music ,4.0,2
Marsala Food Company,It is a decent place We ordered paneer butter masala and chicken tikka masala Both items were very well prepared Service was prompt We enjoyed food a lot and it was not that costly too ,4.0,2
Ulavacharu,This is my favorite restaurant always But i dont know this time the service was very bad Taste of food is always awsome here very disappointed with the staff need to ask everything thrice and more ,4.0,2
Beyond Flavours,The place is just beyond beautiful Ambience is excellent and food is good The service by Soumen Das is extremely good Highly recommended place ,4.0,2
The Foodie Monster Kitchen,The best place to chill with some crazy posters I always feel colourful and happy when I hav food there And yes the restaurant guys are so humble and frndly too Food is love ,5.0,2
AB's - Absolute Barbecues,Went to ab s yesterday for dinner Excellent food and very attentive and helpful Steward overall a wonderful experience my advice keep some space for the desserts special mention for ali and monty who was extremely helpful,5.0,2
AB's - Absolute Barbecues,Ali Mantu and arphan served as awesome had excellent food fish item and had a special veg manchuria item specially prepared for us deserts and cakes complimentary cake for special had is amazing thanks ,5.0,2
Pista House,Went to have dinner here on a Tuesday The waiting line outside the restaurant did give a glimpse of the amazing food they serve Since it was just the two of us we bypassed the line and got a seat right away We ordered some garlic naan and Schezwan chicken the service was very quick and food was great ,4.0,2
Karachi Cafe,This retro themed cafe was cozy where u can get lost reading ur fav book at the corner table indulging in retro music U can t help but shake a leg The famous Irani chai With thr richness of milk is all u need for a gloomy day Stylish chicken sandwich is a must try with perfectly grilled chicken Don t try the items marked as must try they are actually the ones that doesn t taste good On a sweet note u must try their Victoria cake slice blueberry cheese cake,4.0,2
Domino's Pizza,awesome pizza delivered before time nice service ,5.0,2
Feast - Sheraton Hyderabad Hotel,Ordered chicken biryani chicken chilli and cheesecake Chicken biryani was good but the cheese cake was beyond amazing It just melted in mouth ,4.0,2
The Indi Grill,Had a great time as Indi Grill and Subendhu supported us very well Will come again Food is great Butter chicken was perfect Good variety of grills ,5.0,2
Beyond Flavours,Ahmed was a great help in beyond flavour He may suggest great food as he has good experience The staters and sizzler was too good The sauce that was use in the chicken dish was awsome Nan was very soft even if you take without butter you can easily eat Great experience in beyond flavors ,5.0,2
The Indi Grill,Great place and great food Came for lunch with my team enjoyed every bit Staff is very nice and polite We ll come again for sure Thank you,5.0,2
Arena Eleven,This should be the first place when you want to watch ipl or cricket with your best buddies Live screening of ipl with good music makes the day Cocktails were good Bartender is helpful with drinks Service is good Recommend definitely ,5.0,2
Arena Eleven,Good place to enjoy the food and the maintenance is soooooooo good Food and licker service is awesome I like to vist the place again Thank you ,5.0,2
Owm Nom Nom,good,5.0,2
Dine O China,We tried chicken hot n sour soup chilli garlic chicken singapore fish as starters and chicken fried rice with Schezwan chicken Food was very delicious Good Ambience Nice staff I highly recommend this Restaurant ,5.0,2
B-Dubs,Good service Sunny waiter was very helpful in selecting the sauce for BBQ wings Pretty cool place with many play stations and VRs and great ambience,5.0,2
Shah Ghouse Hotel & Restaurant,Loved the chicken biryani totally Mild spices well cooked rice 4 big chicken pieces But somehow got disappointed by the butter Naan and chicken Masala Anyways heaven for Biryani lovers ,4.0,2
Flechazo,Great Service by Sabir Thanks a lot man The food was great the service was impeccable Keep up the good work Gonna keep coming back This place is awesome,5.0,2
Dunkin' Donuts,Ambience 4 5 Very good place to sit and enjoy with friends Food 4 5 Really mouth watering Donuts Other food and baverages like burgers coffee are good to have other than donuts Service 4 5 Really quick service don t make you wait alot,4.0,2
"3B's - Buddies, Bar & Barbecue",This place loved with the food and the staff over here Fully satisfied place Govind named one of the person over there of 3Bs is reallly a kind person thanks suraj and shivam Thanks 3bs ,5.0,2
Pakwaan Grand,It s right one the main road pretty big haleem joint in hyderabad What we felt that the service was a bit slow and they were confused which haleem we actually ordered Coming to the main reason It didn t dissapoint us Mutton Haleem was amazing Enriched with Pure ghee and dry fruits ,4.0,2
Tiki Shack,I have been to this place twice My first experience wasn t that great as I found the food items to be sub par So I quickly went to a different place After 2 months I recently went again for an office party with 40 people and it turned out to be a better experience Starters chilli chicken fries cheese poppers some fish were fine but nothing extra ordinary ambience was a bit crazy with random groups dancing here there DJ was average Biryani was good I heard but did not try it myself Pizza was a big let down both in taste presentation it was served cut into small rectangular pieces Service was decent Staff courteous Good interiors Overall 3 5 considering the prices Recommended for group drinking sessions maybe a bit of dancing too ,4.0,2
GD's,food was good delivery on point,5.0,2
Khaan Saab,The place is spacious ambience is pretty good It s a typical mughlai restaurant where you can find good north indian tase Coming to the food the variety in menu is too less The taste is good but as compared to price quantity is less ,4.0,2
Shah Ghouse Spl Shawarma,Shawarama from this place is like heaven No doubt we enjoy every bite from it Try dry fruit chicken shawarama for sure Thanks Zomato and Shah house for such mouthwatering dishes,5.0,2
Biryanis And More,One of the top 10 Biriyanis of Hyderabad tbh I had once gone to this place with my colleagues for an office lunch and since then this place has been my go to This time I ordered CHICKEN TIKKA BIRIYANI because this is what I ate the last time and loved it The packaging is standard and good the quantity is enough for one person with tender pieces of chicken and overall too yumm Would love to repeat orders from this restaurant and it is also good to take your family and friends for a lunch there ,5.0,2
Royal Spicy Restaurant,awesome,5.0,2
Royal Spicy Restaurant,gud,5.0,2
Being Hungry,Food is always good ,5.0,2
Cafe Eclat,Cafe Eclat is a place where I can find best food in Hyderabad one of my favorites are pizzas omelets and tiramisu i have problem with their setting everytime I go the corner table is reserved this time i waited for two hours on other table i noticed that lady who was taking the bills had came and having food I don t know why this is happening with this good place this was unexpected over all ratting Food 5 5 Service 2 5 Ambience 4 5,4.0,2
Pot Pourri,The ambience was good I would expect a faster service and the the staff should be attentive to customers rather than to themselves I would be a 2 star to the staff Food is good not that great,4.0,2
Chinese Pavilion,Amazing food I always go here when I want Chinese food My favourite being crab on toast You have to try it The best place for authentic Chinese cuisine ,5.0,2
The Indi Grill,Great food amazing ambience fantastic service by ritam subendu Narender sujit asraful sahil Bala Uttam Inamul Arif Nice place I would love to visit again ,5.0,2
Behrouz Biryani,I ordered chicken Buryani It s so tasty The packing was awesome The quantity easily it s enough for 2people Raitha gravy all are good And 1sweet Gulabjamoon Mainly packing and look is too good I suggested it to my friends they also loved it ,4.0,2
Pista House,Well Had to eat veg all the time I have visited this place since my wife is vegetarian but believe me restaurant famous for haleem also makes veg items delicious ,4.0,2
Biryanis And More,The taste of biryani is excellent and again i ordered butter naans it is also good taste service also good It is cost effective But vegetarian curries are less varieties ,4.0,2
Gal Punjab Di,good,5.0,2
The Fisherman's Wharf,I ve been there with my girlfriend on a weekend the ambiance was soulful A bit expensive but the food was too good The staff could be more professional and my girl enjoyed a lot i should say Hitting the Gachibowli road for long ride Do stop by there ,5.0,2
Cream Stone,Ordered Nuts Overloaded Tasted like nothing you could have ever tasted With every bite of the ice cream you get loads of nut in your mouth Cream Stone has variety of self made ice creams which will make you feel special Ye Maine kuch bhi likh diya couldn t think of what to write ,5.0,2
Cafe Eclat,A posh cafe not recommended for students Visit only if its a treat But food served it great just a little costly The death by chocolate cake was an wonderful experience for me and also the carrot cake I loved it I had a white sauce based pasta too But I am sorry I don t remember the exact name It was really really good ,4.0,2
Driven Cafe,Feeling hungry or want to chill with your friends then this cafe is the final stop for your late night hunger if you are a car or a bike lover you will love this place this place has a raw metallic look and offer luxurious cars and bike for rent now comes the food it serves a wide range of snacks and tea coffee which is good in taste ,4.0,2
B-Dubs,Wonderful place excellent wings especially spicy garlic Sunny s service was great great place to have fin One time visit is required if u live in Hyderabad,5.0,2
B-Dubs,The best place to be if you want to see some sport screening What I really liked about the place is they have round about 42 screens and no matter where you sit you will have 5 6 screens which will be clearly visible No fight or waiting to get place near to the screen We went here during IPL screening It was really a great experience What we had ordered was ultimate nachos chicken wings with Chipotle sauce and pizza Everything was really delicious Portion were quite good for two I feel it s bit over priced but worth it Service is excellent staff is very warm and friendly 4 5 5 ,5.0,2
Marsala Food Company,Visited this place in person and also had food delivered from it The Mandi and the biryani are some of the personal favorites But I happened to order the egg soft noodles from the place and it tasted really good and the quantity was pretty filling The biryani of the place is packed with flavors and accompanied by perfectly Cooked meat If you are a biryani person and want to try some of the best this place should be on your list ,4.0,2
The Old Madras Baking Company,Beautiful and classy set up of a bakery with real essence of baking ingrained Loved the old school charm and new age tech enablement This place is a bliss for bread lovers Called for chicken sandwich and masala omelette along with filter coffee Filter coffee was just about perfect Masala omelette was good Breads of the sandwich were fresh and crisp Loved it ,4.0,2
Flechazo,Food is awesome here Had a lot of fun with friends and the service hamit and koshal is really good Starters and desserts are very good here Ambience is also good ,5.0,2
Shah Ghouse Spl Shawarma,Good delivery,5.0,2
The Indi Grill,Food was really good Thankyou Raza subendhu and Ashraful and UK were really helpful and polite in serving the food Ambience was good and I would definitely visit again,5.0,2
The Glass Onion,Vegetarian Review Hopped in on a day before Holi for dinner and unfortunately it was a dry day Survived with food that day It s on the road to isb and is spread on a huge area with both outdoor and indoor seating arrangements while is outdoor has the view of the golf course and if the weather is great this is the best place to be Light music playing through the night was soothing We ordered lotus stem galouti with cheese kulcha Korean waffle fries veg penne Alfredo pasta and apple pie Lotus stem galouti The galouti tasted great with the flavours of Vegetables and didn t taste much of lotus stem and went well with green chutney and cheese kulcha Waffle fries The waffle had lot of honey sesame and soy and garlic with a burnt taste The waffle wasn t crispy and the didn t wasn t that great for my taste buds Alfredo pasta The pasta was creamy and had all the veggies the consistency was good and it tasted well overall Apple pie This was star of the night for me with the pie tasted great with the falvours of apple and cardamom and the icecream was cheery on the cake and the whole dessert was mouth watering and heart filling The staff is good and friendly I remember being the last one to exit and they were still nice Keep up the good service The whole order was around 1400 bucks which is a bit expensive for without alcohol but you get a dining experience and embience so good Overall a great place for some drinks and great conversation Ideal for romantic dates and celebrations The whole embience is calm and peaceful and makes it best among all theglassonion,4.0,2
Prism Club & Kitchen,A huge huge place kinda farmhouse with amazing music huge dance floor dancing lights to the tune of the DJ Girls and guys dancing to the tunes with alcohol to its best High class gentry I would say elite class people are seen at this place Its a complete party place Great place to host parties ot conduct events Must visit place and one of the best places to dance and get drunk in Hyderabad Cheers Rakshita Nath,5.0,2
The Foodie Monster Kitchen,good,5.0,2
Mohammedia Shawarma,Ordered food for someone who was hungry and needed urgently Zomato delivered it in 10 mins And the food was indeed great shawarma Would love if yhey increased the amount of chicken a little bit Else everything is perfect,5.0,2
10 Downing Street,Great food Amazing interior with a decent dance floor Lovely ambience Good for a weekend chill out Lovely staff and service Drinks are good ,4.0,2
eat.fit,An easy choice everyday among so many others for dinner Not only is the food tasty hygienic and healthy their services discounts and the entire cure fit package is just amazing and a well deserved hype success,5.0,2
Shanghai Chef 2,This is one go to place for us for authentic Chinese food and it does always stand by my expectation We have visited it in past and have always loved the food This time we tried some nice salt and pepper vegetable starter which was okish as I found it to be a little bland that s why there is one less star We tried Veg Manchow soup which was amazing Khao Soi was the main dish we ordered and was again bang on Ambiance is pretty much simple yet nice Food is amazing Service is good It s definitely worth the money we pay ,4.0,2
GD's,Big fat juice burgers the best recommended are Milky way Galaxy and Big Bang Even other chicken dishes such as chicken wings and full bird BBQ are nice and tasty Please go to the venue and order to enjoy 100 flavour and taste ,5.0,2
Being Hungry,a very good good,5.0,2
NorFest - The Dhaba,a must visit for great North Indian food relish on the veg n non veg starter platter much delicious dal makhni n paneer curries n value for money is cherry on the cake totally recommended,5.0,2
PourHouse7,Hey this place is awesome Best place to hangout with friends Good offers with good food It s located in Gachibowli hi tech City road Recommended for corporate and couples ,5.0,2
Amul,good,5.0,2
Collage - Hyatt Hyderabad Gachibowli,Was here over the weekend This place wasn t crowded at all The staff was very friendly I thoroughly enjoyed the Cream of mushroom soup We also ordered a pizza which was huge and more than filling Well pretty much sums up to be a pretty and decent place where I wouldn t mind dining again ,4.0,2
Cafe Eclat,My wife loves the tiramisu here though priced higher than what I would have expected We also ordered a pizza which was good given they make it fresh and you can see the whole process if you take a seat at the back I liked the coffee strong ,4.0,2
Absolute Sizzlers,Absolute sizzlers absolutely great place to dine with family and friends Food really supper and service is wow Great suggestion food Abmiance also super We want to visit again,5.0,2
Zing's Northeast Kitchen,For All the Pork lovers now you have an amazing outlet right at Gachibowli great food very good staff personal care from the owner just loved it ,5.0,2
Paradise,Experienced the best haleem here Murg Musalam taste was good Service was awesome they were too respectable Good ambiance I recommend to my family and friends ,5.0,2
Shah Ghouse Spl Shawarma,goid service,5.0,2
Beyond Flavours,Starters are very good and service is also good Ahmed is very polite and helped us selecting menu l which tuned out be great Would like to come back again ,5.0,2
The Fisherman's Wharf,All kind of food is good here wrt al a carte Go for famous dishes here e g crispy chicken Not a disappointment for experimenting either Dish of the day was not up to the mark sometimes Pricey for regular visits ,5.0,2
The Indi Grill,The biryani is just awesome Veg and non veg both The starters paneer grill and corn are just perfect Ambience wise it s really good with great music Staff shakeel and ritam were very helpful and polite A good place for dinner ,5.0,2
Cafe Eclat,This place has got the best cinammon rolls everything is freshly baked I like their butter croissant too coffee tastes ok Sophisticated ambience ,4.0,2
KS Bakers,Visited with my gang here and tasted chicken family pizza which is very big tasted good Very worth for the prize I will Check others later ,5.0,2
Hitech Bawarchi Food Zone,reached on before delivery time thanq,5.0,2
Olive Garden,Went with family for dinner ordered soup and chicken satay it was very good Main course ordered mutton organ josh and butter nan it was awesome ambiance is OK Over all its good restaurant Food 5 5 Sevice 5 5 Ambiance 5 5,5.0,2
Olive Garden,The place quite good Chinese is a must try Here Prices are a bit high but the quantity and taste does match to it Over all a good place for lunch dinner Kaju masala is a must try and fried rice ,4.0,2
Domino's Pizza,good and polite,5.0,2
Green Bawarchi Restaurant,nice food,5.0,2
The Glass Onion,The ambience is nothing but awesome Even on a summer evening the breeze alone can make it a worthy visit The food is good haven t really experimented much so wouldn t comment Loved the drinks they have a good variety to offer than other ones The lighting music seating fantastic ,5.0,2
KS Bakers,I have ordered a cake suggested by Mr Rajesh flavour name MANGO PASSION FRUIT I have clearly mentioned that the occasion was very special Guys after tasting it everyone liked the amazing taste of it including kids to adults I would really appreciate Mr Rajesh for the wonderful suggestion Any occasion blindly go with K S BAKERS Gachibowli Vinayak Nagar advice from Mr Rajesh ,5.0,2
Kritunga Restaurant,good,5.0,2
Triptify,fast delivery,5.0,2
Olive Garden,I have visited the restaurant today Veg food is really awesome I went for alacarte egg chilli is awesome I ordee veg meal that is an introducary offer of cost 150 that is worth for money,5.0,2
Mazzo - Marriott Executive Apartments,Awesome experience from the beginning Amit and the manager was too customer centric They had a private party ongoing and they still took care of us very well My kid was feeling cold so they bought a shovel that was too kind Zomato Gold was accepted without any issues Ordered Long Island Ice tea which was perfectly mixed and Margarita was Awesome They served the buffet on the table while we were having our drinks They checked with us every 20 minutes to make sure we had a good time and TASTY food Lastly they bought a cake for my wife to celebrate her birthday Definitely going to recommend this place for perfect and tasty food Thank you Amit and the Manager on duty,5.0,2
Biryanis And More,I love grilled chicken with pudina chutney in this restuarant and also bhimavaram mixed pulao will be super tasty there is no private room if you go with The big team apart from that food be will good for non veg lovers,4.0,2
The Glass Onion,Perfect Place For lunch dinner corporate parties friends get together in short everything Ambience is lit The place is super bright and it feels amazing being here Food veg and non veg both were delicious Must try Broccoli kebabs Ravioli Nachos Non Veg 5 spice kebab prawns Chicken tikka Service staff was super friendly They made the visit complete A Must visit one ,5.0,2
"3B's - Buddies, Bar & Barbecue",Nice place to hangout Nice service by Govind Food wasvery good and spicy I really enjoyed their Starters and desearts are very testy ,5.0,2
Eat India Company,Had a greater time Great ambience coupled with delicious food Service was awesome Thanks to S K allauddin Continue the same cheers ,5.0,2
Hunger Maggi Point,Taste and quality of food is good Quantity is little bit disappointed for me only Sometimes this street food will be available even after 1AM ,4.0,2
Mathura Vilas,Too good and place is very fine Food is lovely and delicious Hotel is nice I have never seen like this Desert is lovely and different from other place ,5.0,2
PourHouse7,At Gachibowli we have a new rooftop dining place which captures the astonishing view of Hyderabad s new side overlooking the mighty IKEA We dined at Pourhouse7 where they house a club too at the floor below the rooftop It was drop dead gorgeous view from there and the weather was cold with chill winds so we had to put our jackets back on But on a regular evening the place would be warm They have been serving us some nice cocktails and some punchy mocktails like chatpata masala The starters were not that great and needs much improvement They had chicken manchow soup and coriander soup which were really bleak and the place won t be expecting much orders on them as it s a bar The Hyderabadi Tawa Fish was exceptionally great and turned out to be my favourite of the night In the vegetarian department I ll recommend Tandoori Broccoli Further to the main course the Tangadi kebab was perfectly cooked juicy chicken legs The masalas of Cashew nut chicken and chicken tikka were soo tasty They were an amazing combination with the rotis The place has improve a lot on a handful of starters and rest will be taken care of Food 3 5 Ambience 4 5 5 Service 3 5 Value for money 3 5,4.0,2
Arena Eleven,Arena Eleven is a relatively new addition to the concept of sports bar in the city Located inside the SLN terminus it attracts a relatively young crowd living in the nearby IT hubs I went over there to try out their Weekend Buffet First things first their Buffet layout was well spread The starters were served on the table accompanied by an array of curries and rice dishes to choose from The drinks offered by them included Mojito Zen Zero and Mint Julep The drinks were average and needs quite improvement Speaking about their starters I had their Chicken Tangdi Malai Paneer tikka Salt and Pepper prawns Lemon pepper Chicken tikka Mutton Seekh kebab and Veg Seekh kebab Amongst all the starters I loved their Chicken tangdi kebab The chicken was super juicy and was cooked to perfection The use of proper marination was quite evident in the taste of the meat Next up I also liked their Lemon pepper Chicken tikka It had a subtle flavor of lemon all thanks to the dominating flavor of the pepper For mains the spread comprised of two chicken main course dishes two veg main course dishes accompanied by Dal Assorted breads Biryani and Salads The chicken dishes were Chicken curry and Chicken tikka masala I found both the curries simply wonderful just because of the fact that they were tasting much like home cooked chicken For veg their was Mutter Paneer and Paneer butter masala I liked their Mutter Paneer as it was really balanced in terms of flavor Their Biryani was a slight disappointment for me It could have been much more flavorful and the use of boneless chicken didn t really serve justice to the dish Apart from this I also had my hands on their Veg thai curry It was served with steamed rice To be honest the preparation of Thai Green Curry was too good but the only thing which upset me was that it was sweeter than the normal version Maybe they can work upon the use of Cocunut cream in the curry For desserts I had their Gajar ka Halwa Kheer and Ice cream The desserts were pretty much ordinary and needs ample improvement all together All in all the place has got a huge potential All they need to do is to work upon slight glitches in their drinks and few main course items Happy eating ,4.0,2
Ulavacharu,Authentic South Indian flavours I loved the biryani This is for the first time I tried some Biryani truely n completely different from other restaurants in Hyderabad ,4.0,2
Dunkin' Donuts,Loved the ambience of the place Also we ordered a box of six classics and all of them were delicious Alongwith the popular chocolate ones do try the caramel strawberry and colour pop ones too Also do try Hot Chocolate Orange and Hot Chocolate HazelNut definitely a must try place for me ,5.0,2
Diners Pavilion,i generally go to diner s pavilion for lunch buffet celebrating parties One of the best place to hangout with friends near gachibowli The food is really good in quality Ambience is decent The perfect place for a get together over weekend Service Staff service was quick and staff did their best the music was so good So all in all we had a very good experience keep it up ,5.0,2
The Indi Grill,Raza has treated us very well Good choice of menu options for the prices specified Good service done by Raza Wide range of menu options yo choose from Definitely must go place for food lovers ,5.0,2
American Wild Wings,Compared to buds we really found the best taste of wings and fires So good that we are getting food delivered deliciously We have found good packing and even burgers is taste is awsome ,5.0,2
Over The Moon Brew Company,Excellent place for hangout with friends Nice Ambience Sarveshwar thanks for your service Overall good experience Keep music loud guys ,5.0,2
